classe,texto,titulo,capitulo,secao,subsecao,artigo,paragrafo,inciso,alinea
paragrafo,§ 7º No atendimento dos direitos da criança e do adolescente levar-se-á em consideração o disposto no art. 204.,8,7,NA,NA,227,7,NA,NA
artigo,"Art. 228. São penalmente inimputáveis os menores de dezoito anos, sujeitos às normas da legislação especial.",8,7,NA,NA,228,NA,NA,NA
artigo,"Art. 229. Os pais têm o dever de assistir, criar e educar os filhos menores, e os filhos maiores têm o dever de ajudar e amparar os pais na velhice, carência ou enfermidade.",8,7,NA,NA,229,NA,NA,NA
artigo,"Art. 230. A família, a sociedade e o Estado têm o dever de amparar as pessoas idosas, assegurando sua participação na comunidade, defendendo sua dignidade e bem-estar e garantindo-lhes o direito à vida.",8,7,NA,NA,230,NA,NA,NA
paragrafo,§ 1º Os programas de amparo aos idosos serão executados preferencialmente em seus lares.,8,7,NA,NA,230,1,NA,NA
paragrafo,§ 2º Aos maiores de sessenta e cinco anos é garantida a gratuidade dos transportes coletivos urbanos.,8,7,NA,NA,230,2,NA,NA
titartb,Capítulo VIII: Dos Índios,8,8,NA,NA,NA,NA,NA,NA
artigo,"Art. 231. São reconhecidos aos índios sua organização social, costumes, línguas, crenças e tradições, e os direitos originários sobre as terras que tradicionalmente ocupam, competindo à União demarcá-las, proteger e fazer respeitar todos os seus bens.",8,8,NA,NA,231,NA,NA,NA
paragrafo,"§ 1º São terras tradicionalmente ocupadas pelos índios as por eles habitadas em caráter permanente, as utilizadas para suas atividades produtivas, as imprescindíveis à preservação dos recursos ambientais necessários a seu bem-estar e as necessárias a sua reprodução física e cultural, segundo seus usos, costumes e tradições.",8,8,NA,NA,231,1,NA,NA
paragrafo,"§ 2º As terras tradicionalmente ocupadas pelos índios destinam-se a sua posse permanente, cabendo-lhes o usufruto exclusivo das riquezas do solo, dos rios e dos lagos nelas existentes.",8,8,NA,NA,231,2,NA,NA
paragrafo,"§ 3º O aproveitamento dos recursos hídricos, incluídos os potenciais energéticos, a pesquisa e a lavra das riquezas minerais em terras indígenas só podem ser efetivados com autorização do Congresso Nacional, ouvidas as comunidades afetadas, ficando-lhes assegurada participação nos resultados da lavra, na forma da lei.",8,8,NA,NA,231,3,NA,NA
paragrafo,"§ 4º As terras de que trata este artigo são inalienáveis e indisponíveis, e os direitos sobre elas, imprescritíveis.",8,8,NA,NA,231,4,NA,NA
paragrafo,"§ 5º É vedada a remoção dos grupos indígenas de suas terras, salvo, ad referendum do Congresso Nacional, em caso de catástrofe ou epidemia que ponha em risco sua população, ou no interesse da soberania do País, após deliberação do Congresso Nacional, garantido, em qualquer hipótese, o retorno imediato logo que cesse o risco.",8,8,NA,NA,231,5,NA,NA
paragrafo,"§ 6º São nulos e extintos, não produzindo efeitos jurídicos, os atos que tenham por objeto a ocupação, o domínio e a posse das terras a que se refere este artigo, ou a exploração das riquezas naturais do solo, dos rios e dos lagos nelas existentes, ressalvado relevante interesse público da União, segundo o que dispuser lei complementar, não gerando a nulidade e a extinção direito a indenização ou a ações contra a União, salvo, na forma da lei, quanto às benfeitorias derivadas da ocupação de boa-fé.",8,8,NA,NA,231,6,NA,NA
paragrafo,"§ 7º Não se aplica às terras indígenas o disposto no art. 174, §§ 3º e 4º.",8,8,NA,NA,231,7,NA,NA
artigo,"Art. 232. Os índios, suas comunidades e organizações são partes legítimas para ingressar em juízo em defesa de seus direitos e interesses, intervindo o Ministério Público em todos os atos do processo.",8,8,NA,NA,232,NA,NA,NA
titartb,Título IX: Das Disposições Constitucionais Gerais,9,NA,NA,NA,NA,NA,NA,NA
artigo,"Art. 233. Para efeito do art. 7º, XXIX, o empregador rural comprovará, de cinco em cinco anos, perante a Justiça do Trabalho, o cumprimento das suas obrigações trabalhistas para com o empregado rural, na presença deste e de seu representante sindical.",9,NA,NA,NA,233,NA,NA,NA
paragrafo,"§ 1º Uma vez comprovado o cumprimento das obrigações mencionadas neste artigo, fica o empregador isento de qualquer ônus decorrente daquelas obrigações no período respectivo. Caso o empregado e seu representante não concordem com a comprovação do empregador, caberá à Justiça do Trabalho a solução da controvérsia.",9,NA,NA,NA,233,1,NA,NA
paragrafo,"§ 2º Fica ressalvado ao empregado, em qualquer hipótese, o direito de postular, judicialmente, os créditos que entender existir, relativamente aos últimos cinco anos.",9,NA,NA,NA,233,2,NA,NA
paragrafo,"§ 3º A comprovação mencionada neste artigo poderá ser feita em prazo inferior a cinco anos, a critério do empregador.",9,NA,NA,NA,233,3,NA,NA
artigo,"Art. 234. É vedado à União, direta ou indiretamente, assumir, em decorrência da criação de Estado, encargos referentes a despesas com pessoal inativo e com encargos e amortizações da dívida interna ou externa da administração pública, inclusive da indireta.",9,NA,NA,NA,234,NA,NA,NA
artigo,"Art. 235. Nos dez primeiros anos da criação de Estado, serão observadas as seguintes normas básicas:",9,NA,NA,NA,235,NA,NA,NA
inciso,"I - a Assembléia Legislativa será composta de dezessete Deputados se a população do Estado for inferior a seiscentos mil habitantes, e de vinte e quatro se igual ou superior a esse número, até um milhão e quinhentos mil;",9,NA,NA,NA,235,NA,1,NA
inciso,II - o Governo terá no máximo dez Secretarias;,9,NA,NA,NA,235,NA,2,NA
inciso,"III - o Tribunal de Contas terá três membros, nomeados, pelo Governador eleito, dentre brasileiros de comprovada idoneidade e notório saber;",9,NA,NA,NA,235,NA,3,NA
inciso,IV - o Tribunal de Justiça terá sete desembargadores;,9,NA,NA,NA,235,NA,4,NA
inciso,"V - os primeiros desembargadores serão nomeados pelo Governador eleito, escolhidos da seguinte forma:",9,NA,NA,NA,235,NA,5,NA
alinea,"a) cinco dentre os magistrados com mais de trinta e cinco anos de idade, em exercício na área do novo Estado ou do Estado originário;",9,NA,NA,NA,235,NA,5,1
alinea,"b) dois dentre promotores, nas mesmas condições, e advogados de comprovada idoneidade e saber jurídico, com dez anos, no mínimo, de exercício profissional, obedecido o procedimento fixado na Constituição;",9,NA,NA,NA,235,NA,5,2
inciso,"VI - no caso de Estado proveniente de Território Federal, os cinco primeiros desembargadores poderão ser escolhidos dentre juízes de direito de qualquer parte do País;",9,NA,NA,NA,235,NA,6,NA
inciso,"VII - em cada comarca, o primeiro juiz de direito, o primeiro promotor de justiça e o primeiro defensor público serão nomeados pelo Governador eleito após concurso público de provas e títulos;",9,NA,NA,NA,235,NA,7,NA
inciso,"VIII - até a promulgação da Constituição estadual, responderão pela Procuradoria-Geral, pela Advocacia-Geral e pela Defensoria-Geral do Estado advogados de notório saber, com trinta e cinco anos de idade, no mínimo, nomeados pelo Governador eleito e demissíveis ad nutum;",9,NA,NA,NA,235,NA,8,NA
inciso,"IX - se o novo Estado for resultado de transformação de Território Federal, a transferência de encargos financeiros da União para pagamento dos servidores optantes que pertenciam à administração federal ocorrerá da seguinte forma:",9,NA,NA,NA,235,NA,9,NA
alinea,"a) no sexto ano de instalação, o Estado assumirá vinte por cento dos encargos financeiros para fazer face ao pagamento dos servidores públicos, ficando ainda o restante sob a responsabilidade da União;",9,NA,NA,NA,235,NA,9,1
alinea,"b) no sétimo ano, os encargos do Estado serão acrescidos de trinta por cento e, no oitavo, dos restantes cinqüenta por cento;",9,NA,NA,NA,235,NA,9,2
inciso,"X - as nomeações que se seguirem às primeiras, para os cargos mencionados neste artigo, serão disciplinadas na Constituição estadual;",9,NA,NA,NA,235,NA,10,NA
inciso,XI - as despesas orçamentárias com pessoal não poderão ultrapassar cinqüenta por cento da receita do Estado.,9,NA,NA,NA,235,NA,11,NA
artigo,"Art. 236. Os serviços notariais e de registro são exercidos em caráter privado, por delegação do poder público.",9,NA,NA,NA,236,NA,NA,NA
paragrafo,"§ 1º Lei regulará as atividades, disciplinará a responsabilidade civil e criminal dos notários, dos oficiais de registro e de seus prepostos, e definirá a fiscalização de seus atos pelo Poder Judiciário.",9,NA,NA,NA,236,1,NA,NA
paragrafo,§ 2º Lei federal estabelecerá normas gerais para fixação de emolumentos relativos aos atos praticados pelos serviços notariais e de registro.,9,NA,NA,NA,236,2,NA,NA
paragrafo,"§ 3º O ingresso na atividade notarial e de registro depende de concurso público de provas e títulos, não se permitindo que qualquer serventia fique vaga, sem abertura de concurso de provimento ou de remoção, por mais de seis meses.",9,NA,NA,NA,236,3,NA,NA
artigo,"Art. 237. A fiscalização e o controle sobre o comércio exterior, essenciais à defesa dos interesses fazendários nacionais, serão exercidos pelo Ministério da Fazenda.",9,NA,NA,NA,237,NA,NA,NA
artigo,"Art. 238. A lei ordenará a venda e revenda de combustíveis de petróleo, álcool carburante e outros combustíveis derivados de matérias-primas renováveis, respeitados os princípios desta Constituição.",9,NA,NA,NA,238,NA,NA,NA
artigo,"Art. 239. A arrecadação decorrente das contribuições para o Programa de Integração Social, criado pela Lei Complementar nº 7, de 7 de setembro de 1970, e para o Programa de Formação do Patrimônio do Servidor Público, criado pela Lei Complementar nº 8, de 3 de dezembro de 1970, passa, a partir da promulgação desta Constituição, a financiar, nos termos que a lei dispuser, o programa do seguro-desemprego e o abono de que trata o § 3º deste artigo.",9,NA,NA,NA,239,NA,NA,NA
paragrafo,"§ 1º Dos recursos mencionados no caput deste artigo, pelo menos quarenta por cento serão destinados a financiar programas de desenvolvimento econômico, através do Banco Nacional de Desenvolvimento Econômico e Social, com critérios de remuneração que lhes preservem o valor.",9,NA,NA,NA,239,1,NA,NA
paragrafo,"§ 2º Os patrimônios acumulados do Programa de Integração Social e do Programa de Formação do Patrimônio do Servidor Público são preservados, mantendo-se os critérios de saque nas situações previstas nas leis específicas, com exceção da retirada por motivo de casamento, ficando vedada a distribuição da arrecadação de que trata o caput deste artigo, para depósito nas contas individuais dos participantes.",9,NA,NA,NA,239,2,NA,NA
paragrafo,"§ 3º Aos empregados que percebam de empregadores que contribuem para o Programa de Integração Social ou para o Programa de Formação do Patrimônio do Servidor Público, até dois salários mínimos de remuneração mensal, é assegurado o pagamento de um salário mínimo anual, computado neste valor o rendimento das contas individuais, no caso daqueles que já participavam dos referidos programas, até a data da promulgação desta Constituição.",9,NA,NA,NA,239,3,NA,NA
paragrafo,"§ 4º O financiamento do seguro-desemprego receberá uma contribuição adicional da empresa cujo índice de rotatividade da força de trabalho superar o índice médio da rotatividade do setor, na forma estabelecida por lei.",9,NA,NA,NA,239,4,NA,NA
artigo,"Art. 240. Ficam ressalvadas do disposto no art. 195 as atuais contribuições compulsórias dos empregadores sobre a folha de salários, destinadas às entidades privadas de serviço social e de formação profissional vinculadas ao sistema sindical.",9,NA,NA,NA,240,NA,NA,NA
artigo,"Art. 241. A União, os Estados, o Distrito Federal e os Municípios disciplinarão por meio de lei os consórcios públicos e os convênios de cooperação entre os entes federados, autorizando a gestão associada de serviços públicos, bem como a transferência total ou parcial de encargos, serviços, pessoal e bens essenciais à continuidade dos serviços transferidos.",9,NA,NA,NA,241,NA,NA,NA
artigo,"Art. 242. O princípio do art. 206, IV, não se aplica às instituições educacionais oficiais criadas por lei estadual ou municipal e existentes na data da promulgação desta Constituição, que não sejam total ou preponderantemente mantidas com recursos públicos.",9,NA,NA,NA,242,NA,NA,NA
paragrafo,§ 1º O ensino da História do Brasil levará em conta as contribuições das diferentes culturas e etnias para a formação do povo brasileiro.,9,NA,NA,NA,242,1,NA,NA
paragrafo,"§ 2º O Colégio Pedro II, localizado na cidade do Rio de Janeiro, será mantido na órbita federal.",9,NA,NA,NA,242,2,NA,NA
artigo,"Art. 243. As glebas de qualquer região do País onde forem localizadas culturas ilegais de plantas psicotrópicas serão imediatamente expropriadas e especificamente destinadas ao assentamento de colonos, para o cultivo de produtos alimentícios e medicamentosos, sem qualquer indenização ao proprietário e sem prejuízo de outras sanções previstas em lei.",9,NA,NA,NA,243,NA,NA,NA
paragrafo,"Parágrafo único. Todo e qualquer bem de valor econômico apreendido em decorrência do tráfico ilícito de entorpecentes e drogas afins será confiscado e reverterá em benefício de instituições e pessoal especializados no tratamento e recuperação de viciados e no aparelhamento e custeio de atividades de fiscalização, controle, prevenção e repressão do crime de tráfico dessas substâncias.",9,NA,NA,NA,243,1,NA,NA
artigo,"Art. 244. A lei disporá sobre a adaptação dos logradouros, dos edifícios de uso público e dos veículos de transporte coletivo atualmente existentes a fim de garantir acesso adequado às pessoas portadoras de deficiência, conforme o disposto no art. 227, § 2º.",9,NA,NA,NA,244,NA,NA,NA
artigo,"Art. 245. A lei disporá sobre as hipóteses e condições em que o poder público dará assistência aos herdeiros e dependentes carentes de pessoas vitimadas por crime doloso, sem prejuízo da responsabilidade civil do autor do ilícito.",9,NA,NA,NA,245,NA,NA,NA
artigo,Art. 246. É vedada a adoção de medida provisória na regulamentação de artigo da Constituição cuja redação tenha sido alterada por meio de emenda promulgada a partir de 1995.,9,NA,NA,NA,246,NA,NA,NA
artigo,"Art. 247. As leis previstas no inciso III do § 1º do art. 41 e no § 7º do art. 169 estabelecerão critérios e garantias especiais para a perda do cargo pelo servidor público estável que, em decorrência das atribuições de seu cargo efetivo, desenvolva atividades exclusivas de Estado.",9,NA,NA,NA,247,NA,NA,NA
paragrafo,"Parágrafo único. Na hipótese de insuficiência de desempenho, a perda do cargo somente ocorrerá mediante processo administrativo em que lhe sejam assegurados o contraditório e a ampla defesa.",9,NA,NA,NA,247,1,NA,NA
artigo,"Art. 248. Os benefícios pagos, a qualquer título, pelo órgão responsável pelo regime geral de previdência social, ainda que à conta do Tesouro Nacional, e os não sujeitos ao limite máximo de valor fixado para os benefícios concedidos por esse regime observarão os limites fixados no art. 37, XI.",9,NA,NA,NA,248,NA,NA,NA
artigo,"Art. 249. Com o objetivo de assegurar recursos para o pagamento de proventos de aposentadoria e pensões concedidas aos respectivos servidores e seus dependentes, em adição aos recursos dos respectivos tesouros, a União, os Estados, o Distrito Federal e os Municípios poderão constituir fundos integrados pelos recursos provenientes de contribuições e por bens, direitos e ativos de qualquer natureza, mediante lei que disporá sobre a natureza e a administração desses fundos.",9,NA,NA,NA,249,NA,NA,NA
artigo,"Art. 250. Com o objetivo de assegurar recursos para o pagamento dos benefícios concedidos pelo regime geral de previdência social, em adição aos recursos de sua arrecadação, a União poderá constituir fundo integrado por bens, direitos e ativos de qualquer natureza, mediante lei que disporá sobre a natureza e administração desse fundo.",9,NA,NA,NA,250,NA,NA,NA
titartb,Ato das Disposições Constitucionais Transitórias,10,NA,NA,NA,NA,NA,NA,NA
artigo,"Art. 1º O Presidente da República, o Presidente do Supremo Tribunal Federal e os membros do Congresso Nacional prestarão o compromisso de manter, defender e cumprir a Constituição, no ato e na data de sua promulgação.",10,NA,NA,NA,1,NA,NA,NA
artigo,"Art. 2º No dia 21 de abril de 1993 o eleitorado definirá, através de plebiscito, a forma e o sistema de governo que devem vigorar no País.",10,NA,NA,NA,2,NA,NA,NA
paragrafo,"§ 1º Será assegurada gratuidade na livre divulgação dessas formas e sistemas, através dos meios de comunicação de massa cessionários de serviço público.",10,NA,NA,NA,2,1,NA,NA
paragrafo,"§ 2º O Tribunal Superior Eleitoral, promulgada a Constituição, expedirá as normas regulamentadoras deste artigo.",10,NA,NA,NA,2,2,NA,NA
artigo,"Art. 3º A revisão constitucional será realizada após cinco anos, contados da promulgação da Constituição, pelo voto da maioria absoluta dos membros do Congresso Nacional, em sessão unicameral.",10,NA,NA,NA,3,NA,NA,NA
artigo,Art. 4º O mandato do atual Presidente da República terminará em 15 de março de 1990.,10,NA,NA,NA,4,NA,NA,NA
paragrafo,"§ 1º A primeira eleição para Presidente da República após a promulgação da Constituição será realizada no dia 15 de novembro de 1989, não se lhe aplicando o disposto no art. 16 da Constituição.",10,NA,NA,NA,4,1,NA,NA
paragrafo,§ 2º É assegurada a irredutibilidade da atual representação dos Estados e do Distrito Federal na Câmara dos Deputados.,10,NA,NA,NA,4,2,NA,NA
paragrafo,§ 3º Os mandatos dos Governadores e dos Vice-Governadores eleitos em 15 de novembro de 1986 terminarão em 15 de março de 1991.,10,NA,NA,NA,4,3,NA,NA
paragrafo,"§ 4º Os mandatos dos atuais Prefeitos, Vice-Prefeitos e Vereadores terminarão no dia 1º de janeiro de 1989, com a posse dos eleitos.",10,NA,NA,NA,4,4,NA,NA
artigo,Art. 5º Não se aplicam às eleições previstas para 15 de novembro de 1988 o disposto no art. 16 e as regras do art. 77 da Constituição.,10,NA,NA,NA,5,NA,NA,NA
paragrafo,"§ 1º Para as eleições de 15 de novembro de 1988 será exigido domicílio eleitoral na circunscrição pelo menos durante os quatro meses anteriores ao pleito, podendo os candidatos que preencham este requisito, atendidas as demais exigências da lei, ter seu registro efetivado pela Justiça Eleitoral após a promulgação da Constituição.",10,NA,NA,NA,5,1,NA,NA
paragrafo,"§ 2º Na ausência de norma legal específica, caberá ao Tribunal Superior Eleitoral editar as normas necessárias à realização das eleições de 1988, respeitada a legislação vigente.",10,NA,NA,NA,5,2,NA,NA
paragrafo,"§ 3º Os atuais parlamentares federais e estaduais eleitos Vice-Prefeitos, se convocados a exercer a função de Prefeito, não perderão o mandato parlamentar.",10,NA,NA,NA,5,3,NA,NA
paragrafo,"§ 4º O número de Vereadores por Município será fixado, para a representação a ser eleita em 1988, pelo respectivo Tribunal Regional Eleitoral, respeitados os limites estipulados no art. 29, IV, da Constituição.",10,NA,NA,NA,5,4,NA,NA
paragrafo,"§ 5º Para as eleições de 15 de novembro de 1988, ressalvados os que já exercem mandato eletivo, são inelegíveis para qualquer cargo, no território de jurisdição do titular, o cônjuge e os parentes por consangüinidade ou afinidade, até o segundo grau, ou por adoção, do Presidente da República, do Governador de Estado, do Governador do Distrito Federal e do Prefeito que tenham exercido mais da metade do mandato.",10,NA,NA,NA,5,5,NA,NA
artigo,"Art. 6º Nos seis meses posteriores à promulgação da Constituição, parlamentares federais, reunidos em número não inferior a trinta, poderão requerer ao Tribunal Superior Eleitoral o registro de novo partido político, juntando ao requerimento o manifesto, o estatuto e o programa devidamente assinados pelos requerentes.",10,NA,NA,NA,6,NA,NA,NA
paragrafo,"§ 1º O registro provisório, que será concedido de plano pelo Tribunal Superior Eleitoral, nos termos deste artigo, defere ao novo partido todos os direitos, deveres e prerrogativas dos atuais, entre eles o de participar, sob legenda própria, das eleições que vierem a ser realizadas nos doze meses seguintes a sua formação.",10,NA,NA,NA,6,1,NA,NA
paragrafo,"§ 2º O novo partido perderá automaticamente seu registro provisório se, no prazo de vinte e quatro meses, contados de sua formação, não obtiver registro definitivo no Tribunal Superior Eleitoral, na forma que a lei dispuser.",10,NA,NA,NA,6,2,NA,NA
artigo,Art. 7º O Brasil propugnará pela formação de um tribunal internacional dos direitos humanos.,10,NA,NA,NA,7,NA,NA,NA
artigo,"Art. 8º É concedida anistia aos que, no período de 18 de setembro de 1946 até a data da promulgação da Constituição, foram atingidos, em decorrência de motivação exclusivamente política, por atos de exceção, institucionais ou complementares, aos que foram abrangidos pelo Decreto Legislativo nº 18, de 15 de dezembro de 1961, e aos atingidos pelo Decreto-Lei nº 864, de 12 de setembro de 1969, asseguradas as promoções, na inatividade, ao cargo, emprego, posto ou graduação a que teriam direito se estivessem em serviço ativo, obedecidos os prazos de permanência em atividade previstos nas leis e regulamentos vigentes, respeitadas as características e peculiaridades das carreiras dos servidores públicos civis e militares e observados os respectivos regimes jurídicos.",10,NA,NA,NA,8,NA,NA,NA
paragrafo,"§ 1º O disposto neste artigo somente gerará efeitos financeiros a partir da promulgação da Constituição, vedada a remuneração de qualquer espécie em caráter retroativo.",10,NA,NA,NA,8,1,NA,NA
paragrafo,"§ 2º Ficam assegurados os benefícios estabelecidos neste artigo aos trabalhadores do setor privado, dirigentes e representantes sindicais que, por motivos exclusivamente políticos, tenham sido punidos, demitidos ou compelidos ao afastamento das atividades remuneradas que exerciam, bem como aos que foram impedidos de exercer atividades profissionais em virtude de pressões ostensivas ou expedientes oficiais sigilosos.",10,NA,NA,NA,8,2,NA,NA
paragrafo,"§ 3º Aos cidadãos que foram impedidos de exercer, na vida civil, atividade profissional específica, em decorrência das Portarias Reservadas do Ministério da Aeronáutica nº S-50-GM5, de 19 de junho de 1964, e nº S-285-GM5, será concedida reparação de natureza econômica, na forma que dispuser lei de iniciativa do Congresso Nacional e a entrar em vigor no prazo de doze meses a contar da promulgação da Constituição.",10,NA,NA,NA,8,3,NA,NA
paragrafo,"§ 4º Aos que, por força de atos institucionais, tenham exercido gratuitamente mandato eletivo de Vereador serão computados, para efeito de aposentadoria no serviço público e previdência social, os respectivos períodos.",10,NA,NA,NA,8,4,NA,NA
paragrafo,"§ 5º A anistia concedida nos termos deste artigo aplica-se aos servidores públicos civis e aos empregados em todos os níveis de governo ou em suas fundações, empresas públicas ou empresas mistas sob controle estatal, exceto nos Ministérios militares, que tenham sido punidos ou demitidos por atividades profissionais interrompidas em virtude de decisão de seus trabalhadores, bem como em decorrência do Decreto-Lei nº 1.632, de 4 de agosto de 1978, ou por motivos exclusivamente políticos, assegurada a readmissão dos que foram atingidos a partir de 1979, observado o disposto no § 1º.",10,NA,NA,NA,8,5,NA,NA
artigo,"Art. 9º Os que, por motivos exclusivamente políticos, foram cassados ou tiveram seus direitos políticos suspensos no período de 15 de julho a 31 de dezembro de 1969, por ato do então Presidente da República, poderão requerer ao Supremo Tribunal Federal o reconhecimento dos direitos e vantagens interrompidos pelos atos punitivos, desde que comprovem terem sido estes eivados de vício grave.",10,NA,NA,NA,9,NA,NA,NA
paragrafo,"Parágrafo único. O Supremo Tribunal Federal proferirá a decisão no prazo de cento e vinte dias, a contar do pedido do interessado.",10,NA,NA,NA,9,1,NA,NA
artigo,"Art. 10. Até que seja promulgada a lei complementar a que se refere o art. 7º, I, da Constituição:",10,NA,NA,NA,10,NA,NA,NA
inciso,"I - fica limitada a proteção nele referida ao aumento, para quatro vezes, da porcentagem prevista no art. 6º, caput e § 1º, da Lei nº 5.107, de 13 de setembro de 1966;",10,NA,NA,NA,10,NA,1,NA
inciso,II - fica vedada a dispensa arbitrária ou sem justa causa:,10,NA,NA,NA,10,NA,2,NA
alinea,"a) do empregado eleito para cargo de direção de comissões internas de prevenção de acidentes, desde o registro de sua candidatura até um ano após o final de seu mandato;",10,NA,NA,NA,10,NA,2,1
alinea,"b) da empregada gestante, desde a confirmação da gravidez até cinco meses após o parto.",10,NA,NA,NA,10,NA,2,2
paragrafo,"§ 1º Até que a lei venha a disciplinar o disposto no art. 7º, XIX, da Constituição, o prazo da licença-paternidade a que se refere o inciso é de cinco dias.",10,NA,NA,NA,10,1,NA,NA
paragrafo,"§ 2º Até ulterior disposição legal, a cobrança das contribuições para o custeio das atividades dos sindicatos rurais será feita juntamente com a do imposto territorial rural, pelo mesmo órgão arrecadador.",10,NA,NA,NA,10,2,NA,NA
paragrafo,"§ 3º Na primeira comprovação do cumprimento das obrigações trabalhistas pelo empregador rural, na forma do art. 233, após a promulgação da Constituição, será certificada perante a Justiça do Trabalho a regularidade do contrato e das atualizações das obrigações trabalhistas de todo o período.",10,NA,NA,NA,10,3,NA,NA
artigo,"Art. 11. Cada Assembléia Legislativa, com poderes constituintes, elaborará a Constituição do Estado, no prazo de um ano, contado da promulgação da Constituição Federal, obedecidos os princípios desta.",10,NA,NA,NA,11,NA,NA,NA
paragrafo,"Parágrafo único. Promulgada a Constituição do Estado, caberá à Câmara Municipal, no prazo de seis meses, votar a lei orgânica respectiva, em dois turnos de discussão e votação, respeitado o disposto na Constituição Federal e na Constituição estadual.",10,NA,NA,NA,11,1,NA,NA
artigo,"Art. 12. Será criada, dentro de noventa dias da promulgação da Constituição, comissão de estudos territoriais, com dez membros indicados pelo Congresso Nacional e cinco pelo Poder Executivo, com a finalidade de apresentar estudos sobre o território nacional e anteprojetos relativos a novas unidades territoriais, notadamente na Amazônia Legal e em áreas pendentes de solução.",10,NA,NA,NA,12,NA,NA,NA
paragrafo,"§ 1º No prazo de um ano, a comissão submeterá ao Congresso Nacional os resultados de seus estudos para, nos termos da Constituição, serem apreciados nos doze meses subseqüentes, extinguindo-se logo após.",10,NA,NA,NA,12,1,NA,NA
paragrafo,"§ 2º Os Estados e os Municípios deverão, no prazo de três anos, a contar da promulgação da Constituição, promover, mediante acordo ou arbitramento, a demarcação de suas linhas divisórias atualmente litigiosas, podendo para isso fazer alterações e compensações de área que atendam aos acidentes naturais, critérios históricos, conveniências administrativas e comodidade das populações limítrofes.",10,NA,NA,NA,12,2,NA,NA
paragrafo,"§ 3º Havendo solicitação dos Estados e Municípios interessados, a União poderá encarregar-se dos trabalhos demarcatórios.",10,NA,NA,NA,12,3,NA,NA
paragrafo,"§ 4º Se, decorrido o prazo de três anos, a contar da promulgação da Constituição, os trabalhos demarcatórios não tiverem sido concluídos, caberá à União determinar os limites das áreas litigiosas.",10,NA,NA,NA,12,4,NA,NA
paragrafo,"§ 5º Ficam reconhecidos e homologados os atuais limites do Estado do Acre com os Estados do Amazonas e de Rondônia, conforme levantamentos cartográficos e geodésicos realizados pela comissão tripartite integrada por representantes dos Estados e dos serviços técnico-especializados do Instituto Brasileiro de Geografia e Estatística.",10,NA,NA,NA,12,5,NA,NA
artigo,"Art. 13. É criado o Estado do Tocantins, pelo desmembramento da área descrita neste artigo, dando-se sua instalação no quadragésimo sexto dia após a eleição prevista no § 3º, mas não antes de 1º de janeiro de 1989.",10,NA,NA,NA,13,NA,NA,NA
paragrafo,"§ 1º O Estado do Tocantins integra a Região Norte e limita-se com o Estado de Goiás pelas divisas norte dos Municípios de São Miguel do Araguaia, Porangatu, Formoso, Minaçu, Cavalcante, Monte Alegre de Goiás e Campos Belos, conservando a leste, norte e oeste as divisas atuais de Goiás com os Estados da Bahia, Piauí, Maranhão, Pará e Mato Grosso.",10,NA,NA,NA,13,1,NA,NA
paragrafo,§ 2º O Poder Executivo designará uma das cidades do Estado para sua capital provisória até a aprovação da sede definitiva do governo pela Assembléia Constituinte.,10,NA,NA,NA,13,2,NA,NA
paragrafo,"§ 3º O Governador, o Vice-Governador, os Senadores, os Deputados Federais e os Deputados Estaduais serão eleitos, em um único turno, até setenta e cinco dias após a promulgação da Constituição, mas não antes de 15 de novembro de 1988, a critério do Tribunal Superior Eleitoral, obedecidas, entre outras, as seguintes normas:",10,NA,NA,NA,13,3,NA,NA
inciso,I - o prazo de filiação partidária dos candidatos será encerrado setenta e cinco dias antes da data das eleições;,10,NA,NA,NA,13,3,1,NA
inciso,"II - as datas das convenções regionais partidárias destinadas a deliberar sobre coligações e escolha de candidatos, de apresentação de requerimento de registro dos candidatos escolhidos e dos demais procedimentos legais serão fixadas, em calendário especial, pela Justiça Eleitoral;",10,NA,NA,NA,13,3,2,NA
inciso,"III - são inelegíveis os ocupantes de cargos estaduais ou municipais que não se tenham deles afastado, em caráter definitivo, setenta e cinco dias antes da data das eleições previstas neste parágrafo;",10,NA,NA,NA,13,3,3,NA
inciso,"IV - ficam mantidos os atuais diretórios regionais dos partidos políticos do Estado de Goiás, cabendo às comissões executivas nacionais designar comissões provisórias no Estado do Tocantins, nos termos e para os fins previstos na lei.",10,NA,NA,NA,13,3,4,NA
paragrafo,"§ 4º Os mandatos do Governador, do Vice-Governador, dos Deputados Federais e Estaduais eleitos na forma do parágrafo anterior extinguir-se-ão concomitantemente aos das demais unidades da Federação; o mandato do Senador eleito menos votado extinguir-se-á nessa mesma oportunidade, e os dos outros dois, juntamente com os dos Senadores eleitos em 1986 nos demais Estados.",10,NA,NA,NA,13,4,NA,NA
paragrafo,"§ 5º A Assembléia Estadual Constituinte será instalada no quadragésimo sexto dia da eleição de seus integrantes, mas não antes de 1º de janeiro de 1989, sob a presidência do Presidente do Tribunal Regional Eleitoral do Estado de Goiás, e dará posse, na mesma data, ao Governador e ao Vice-Governador eleitos.",10,NA,NA,NA,13,5,NA,NA
paragrafo,"§ 6º Aplicam-se à criação e instalação do Estado do Tocantins, no que couber, as normas legais disciplinadoras da divisão do Estado de Mato Grosso, observado o disposto no art. 234 da Constituição.",10,NA,NA,NA,13,6,NA,NA
